Accession,Locus,Type,Description,Other,Name(Type),Source
AT4G26470,AT4G26470.2,family,protein;(source:Araport11),plasma,"membrane,",calcium.csv
AT4G26470,AT4G26470.3,family,protein;(source:Araport11),plasma,"membrane,",calcium.csv
AT4G26560,AT4G26560.1,B-like,protein,7,(CBL7).Interacts,calcium.csv
AT4G26570,AT4G26570.2,AtCBLs,(Calcineurin,B-like,Calcium,calcium.csv
AT4G26570,AT4G26570.1,AtCBLs,(Calcineurin,B-like,Calcium,calcium.csv
AT4G26640,AT4G26640.3,WRKY,Transcription,Factor;,Group,WYKY.csv
AT4G26640,AT4G26640.4,WRKY,Transcription,Factor;,Group,WYKY.csv
AT4G26640,AT4G26640.5,WRKY,Transcription,Factor;,Group,WYKY.csv
AT4G26640,AT4G26640.6,WRKY,Transcription,Factor;,Group,WYKY.csv
AT4G26640,AT4G26640.1,WRKY,Transcription,Factor;,Group,WYKY.csv
AT4G26640,AT4G26640.2,WRKY,Transcription,Factor;,Group,WYKY.csv
AT4G26640,AT4G26640.7,WRKY,Transcription,Factor;,Group,WYKY.csv
AT4G26740,AT4G26740.1,a,27-kDa,protein,found,calcium.csv
AT4G26750,AT4G26750.1,protein,involved,in,mediating,pathogen.csv
AT4G26890,AT4G26890.1,MEKK,subfamily.,Involved,in,MAPk.csv
AT4G27790,AT4G27790.2,hand,family,protein;(source:Araport11),L,calcium.csv
AT4G27790,AT4G27790.1,hand,family,protein;(source:Araport11),L,calcium.csv
AT4G27880,AT4G27880.1,E3,ubiquitin,ligase,that,immunity.csv
AT4G28220,AT4G28220.2,external,type,II,NADPH,defense.csv
AT4G28220,AT4G28220.1,external,type,II,NADPH,defense.csv
AT4G28460,AT4G28460.1,responses,through,RECEPTOR-LIKE,KINASE7,PAMPs.csv
AT4G29900,AT4G29900.2,the,type,IIB,calcium,calcium.csv
AT4G29900,AT4G29900.1,the,type,IIB,calcium,calcium.csv
AT4G29940,AT4G29940.1,(PRHA).,Expression,of,the,pathogen.csv
AT4G29940,AT4G29940.2,(PRHA).,Expression,of,the,pathogen.csv
AT4G30070,AT4G30070.1,member,of,a,family,pathogen.csv
AT4G30320,AT4G30320.1,secretory,"proteins,",Antigen,"5,",pathogen.csv
AT4G30440,AT4G30440.1,UDP-D-glucuronate,4-epimerase,involved,in,immunity.csv
AT4G30935,AT4G30935.1,WRKY,Transcription,Factor;,Group,WYKY.csv
AT4G31020,AT4G31020.1,de-S-acylation,enzyme,which,specifically,immunity.csv
AT4G31020,AT4G31020.2,de-S-acylation,enzyme,which,specifically,immunity.csv
AT4G31120,AT4G31120.2,vernalization.,Required,for,epigenetic,calcium.csv
AT4G31120,AT4G31120.1,vernalization.,Required,for,epigenetic,calcium.csv
AT4G31170,AT4G31170.1,superfamily,protein;(source:Araport11),RAF-LIKE,MAPKKK,MAPk.csv
AT4G31170,AT4G31170.4,superfamily,protein;(source:Araport11),RAF-LIKE,MAPKKK,MAPk.csv
AT4G31170,AT4G31170.9,superfamily,protein;(source:Araport11),RAF-LIKE,MAPKKK,MAPk.csv
AT4G31170,AT4G31170.2,superfamily,protein;(source:Araport11),RAF-LIKE,MAPKKK,MAPk.csv
AT4G31170,AT4G31170.3,superfamily,protein;(source:Araport11),RAF-LIKE,MAPKKK,MAPk.csv
AT4G31170,AT4G31170.8,superfamily,protein;(source:Araport11),RAF-LIKE,MAPKKK,MAPk.csv
AT4G31170,AT4G31170.5,superfamily,protein;(source:Araport11),RAF-LIKE,MAPKKK,MAPk.csv
AT4G31170,AT4G31170.6,superfamily,protein;(source:Araport11),RAF-LIKE,MAPKKK,MAPk.csv
AT4G31170,AT4G31170.7,superfamily,protein;(source:Araport11),RAF-LIKE,MAPKKK,MAPk.csv
AT4G31170,AT4G31170.10,superfamily,protein;(source:Araport11),RAF-LIKE,MAPKKK,MAPk.csv
AT4G31180,AT4G31180.1,gene,encodes,an,aspartyl,immunity.csv
AT4G31180,AT4G31180.2,gene,encodes,an,aspartyl,immunity.csv
AT4G31180,AT4G31180.1,gene,encodes,an,aspartyl,pathogen.csv
AT4G31180,AT4G31180.2,gene,encodes,an,aspartyl,pathogen.csv
AT4G31470,AT4G31470.1,secretory,"proteins,",Antigen,"5,",pathogen.csv
AT4G31550,AT4G31550.1,WRKY,Transcription,Factor;,Group,WYKY.csv
AT4G31550,AT4G31550.2,WRKY,Transcription,Factor;,Group,WYKY.csv
AT4G31550,AT4G31550.3,WRKY,Transcription,Factor;,Group,WYKY.csv
AT4G31750,AT4G31750.3,protein,2,(WIN2).,Interacts,defense.csv
AT4G31750,AT4G31750.1,protein,2,(WIN2).,Interacts,defense.csv
AT4G31750,AT4G31750.2,protein,2,(WIN2).,Interacts,defense.csv
AT4G31800,AT4G31800.2,factor.,Binds,W-box,sequences,fungal.csv
AT4G31800,AT4G31800.3,factor.,Binds,W-box,sequences,fungal.csv
AT4G31800,AT4G31800.1,factor.,Binds,W-box,sequences,fungal.csv
AT4G31800,AT4G31800.2,factor.,Binds,W-box,sequences,pathogen.csv
AT4G31800,AT4G31800.3,factor.,Binds,W-box,sequences,pathogen.csv
AT4G31800,AT4G31800.1,factor.,Binds,W-box,sequences,pathogen.csv
AT4G31800,AT4G31800.2,factor.,Binds,W-box,sequences,WYKY.csv
AT4G31800,AT4G31800.3,factor.,Binds,W-box,sequences,WYKY.csv
AT4G31800,AT4G31800.1,factor.,Binds,W-box,sequences,WYKY.csv
AT4G31820,AT4G31820.1,of,the,NPY,family,polarity.csv
AT4G31820,AT4G31820.2,of,the,NPY,family,polarity.csv
AT4G32060,AT4G32060.1,EF-hand,protein,with,homology,calcium.csv
AT4G32060,AT4G32060.2,EF-hand,protein,with,homology,calcium.csv
AT4G33000,AT4G33000.6,member,of,the,calcineurin,calcium.csv
AT4G33000,AT4G33000.1,member,of,the,calcineurin,calcium.csv
AT4G33000,AT4G33000.5,member,of,the,calcineurin,calcium.csv
AT4G33000,AT4G33000.3,member,of,the,calcineurin,calcium.csv
AT4G33000,AT4G33000.2,member,of,the,calcineurin,calcium.csv
AT4G33000,AT4G33000.4,member,of,the,calcineurin,calcium.csv
AT4G33355,AT4G33355.2,encode,a,PR,(pathogenesis-related),pathogen.csv
AT4G33355,AT4G33355.1,encode,a,PR,(pathogenesis-related),pathogen.csv
AT4G33430,AT4G33430.1,Serine/threonine,protein,kinase.,Component,immunity.csv
AT4G33430,AT4G33430.2,Serine/threonine,protein,kinase.,Component,immunity.csv
AT4G33500,AT4G33500.1,2C,family,protein.,Loss,immunity.csv
AT4G33500,AT4G33500.1,2C,family,protein.,Loss,pathogen.csv
AT4G33710,AT4G33710.1,secretory,"proteins,",Antigen,"5,",pathogen.csv
AT4G33720,AT4G33720.1,secretory,"proteins,",Antigen,"5,",pathogen.csv
AT4G33950,AT4G33950.2,ABA-activated,protein,"kinase,",a,calcium.csv
AT4G33950,AT4G33950.1,ABA-activated,protein,"kinase,",a,calcium.csv
AT4G33950,AT4G33950.2,ABA-activated,protein,"kinase,",a,ROS.csv
AT4G33950,AT4G33950.1,ABA-activated,protein,"kinase,",a,ROS.csv
AT4G34070,AT4G34070.1,family,protein;(source:Araport11),OXIDATION,RESISTANCE,calcium.csv
AT4G34150,AT4G34150.1,(CaLB,domain),family,protein;(source:Araport11),calcium.csv
AT4G34180,AT4G34180.1,cyclase-family,protein,that,is,pathogen.csv
AT4G34460,AT4G34460.3,heterotrimeric,G-protein,beta,subunit,calcium.csv
AT4G34460,AT4G34460.4,heterotrimeric,G-protein,beta,subunit,calcium.csv
AT4G34460,AT4G34460.2,heterotrimeric,G-protein,beta,subunit,calcium.csv
AT4G34460,AT4G34460.1,heterotrimeric,G-protein,beta,subunit,calcium.csv
AT4G34590,AT4G34590.UORF1,DNA-binding,transcription,factor,"activity,",infection.csv
AT4G34590,AT4G34590.1,basic,domain,leucine,zipper,infection.csv
AT4G36000,AT4G36000.2,superfamily,protein;(source:Araport11),extracellular,"region,",pathogen.csv
AT4G36000,AT4G36000.1,superfamily,protein;(source:Araport11),extracellular,"region,",pathogen.csv
AT4G36010,AT4G36010.2,superfamily,protein;(source:Araport11),extracellular,"region,",pathogen.csv
AT4G36010,AT4G36010.1,superfamily,protein;(source:Araport11),extracellular,"region,",pathogen.csv
AT4G36070,AT4G36070.2,Calcium,Dependent,Protein,Kinase,calcium.csv
AT4G36070,AT4G36070.1,Calcium,Dependent,Protein,Kinase,calcium.csv
AT4G36290,AT4G36290.1,that,localizes,to,endosomes,immunity.csv
AT4G36820,AT4G36820.1,channel.,MCU4,"mitochondrion,",calcium,calcium.csv
AT4G36950,AT4G36950.1,MEKK,subfamily,MAPKKK21;,MITOGEN-ACTIVATED,MAPk.csv
AT4G37000,AT4G37000.1,spontaneous,spreading,cell,death,defense.csv
AT4G37000,AT4G37000.1,spontaneous,spreading,cell,death,infection.csv
AT4G37000,AT4G37000.1,spontaneous,spreading,cell,death,pathogen.csv
AT4G37060,AT4G37060.2,A.,Expressed,weakly,in,calcium.csv
AT4G37060,AT4G37060.1,A.,Expressed,weakly,in,calcium.csv
AT4G37070,AT4G37070.1,A.,Expressed,strongly,and,calcium.csv
AT4G37070,AT4G37070.3,A.,Expressed,strongly,and,calcium.csv
AT4G37070,AT4G37070.4,A.,Expressed,strongly,and,calcium.csv
AT4G37070,AT4G37070.2,A.,Expressed,strongly,and,calcium.csv
AT4G37240,AT4G37240.1,down-regulated,after,infection,by,infection.csv
AT4G37290,AT4G37290.1,precursor,protein,of,a,PAMPs.csv
AT4G37295,AT4G37295.1,86,AA,polypeptide,sequence,PAMPs.csv
AT4G37445,AT4G37445.2,protein;(source:Araport11),LP.04,four,leaves,calcium.csv
AT4G37445,AT4G37445.1,protein;(source:Araport11),LP.04,four,leaves,calcium.csv
AT4G37460,AT4G37460.1,tetratricopeptide,repeat,domain,containing,immunity.csv
AT4G37460,AT4G37460.2,tetratricopeptide,repeat,domain,containing,immunity.csv
AT4G37640,AT4G37640.1,calmodulin-regulated,Ca(2+)-pump,located,in,calcium.csv
AT4G37930,AT4G37930.1,protein,with,mitochondrial,serine,defense.csv
AT4G37990,AT4G37990.1,aromatic,alcohol:NADP+,oxidoreductase,whose,pathogen.csv
AT4G38130,AT4G38130.2,histone,deacetylase,that,enhances,pathogen.csv
AT4G38130,AT4G38130.1,histone,deacetylase,that,enhances,pathogen.csv
AT4G38230,AT4G38230.4,Calcium,Dependent,Protein,Kinase,calcium.csv
AT4G38230,AT4G38230.2,Calcium,Dependent,Protein,Kinase,calcium.csv
AT4G38230,AT4G38230.3,Calcium,Dependent,Protein,Kinase,calcium.csv
AT4G38230,AT4G38230.1,Calcium,Dependent,Protein,Kinase,calcium.csv
AT4G38660,AT4G38660.2,superfamily,protein;(source:Araport11),extracellular,"region,",pathogen.csv
AT4G38660,AT4G38660.1,superfamily,protein;(source:Araport11),extracellular,"region,",pathogen.csv
AT4G38670,AT4G38670.2,superfamily,protein;(source:Araport11),extracellular,"region,",pathogen.csv
AT4G38670,AT4G38670.1,superfamily,protein;(source:Araport11),extracellular,"region,",pathogen.csv
AT4G38670,AT4G38670.3,superfamily,protein;(source:Araport11),extracellular,"region,",pathogen.csv
AT4G38810,AT4G38810.1,Sensor.,Encodes,two,different,calcium.csv
AT4G38810,AT4G38810.2,Sensor.,Encodes,two,different,calcium.csv
AT4G39030,AT4G39030.1,orphan,multidrug,and,toxin,Salicylic Acid.csv
AT4G39410,AT4G39410.1,member,of,the,Group,WYKY.csv
AT4G39730,AT4G39730.1,stress,protein,family,member.,infection.csv
AT4G39730,AT4G39730.1,stress,protein,family,member.,pathogen.csv
AT4G39980,AT4G39980.1,2-deoxy-D-arabino-heptulosonate,7-phosphate,(DAHP),"synthase,",pathogen.csv
AT5G01230,AT5G01230.1,tRNA,methyltransferase,that,mediates,immunity.csv
AT5G01230,AT5G01230.2,tRNA,methyltransferase,that,mediates,immunity.csv
AT5G01490,AT5G01490.1,cation/proton,"antiporter,",a,member,calcium.csv
AT5G01490,AT5G01490.2,cation/proton,"antiporter,",a,member,calcium.csv
AT5G01540,AT5G01540.1,a,member,of,the,immunity.csv
AT5G01650,AT5G01650.1,protein;,modulate,flowering,time,immunity.csv
AT5G01650,AT5G01650.2,protein;,modulate,flowering,time,immunity.csv
AT5G01650,AT5G01650.4,protein;,modulate,flowering,time,immunity.csv
AT5G01650,AT5G01650.3,protein;,modulate,flowering,time,immunity.csv
AT5G01870,AT5G01870.1,encode,a,PR,(pathogenesis-related),pathogen.csv
AT5G01900,AT5G01900.1,WRKY,Transcription,Factor;,Group,WYKY.csv
AT5G02140,AT5G02140.1,superfamily,protein;(source:Araport11),extracellular,"region,",pathogen.csv
AT5G02140,AT5G02140.2,superfamily,protein;(source:Araport11),extracellular,"region,",pathogen.csv
AT5G02310,AT5G02310.3,"(PRT6),",a,component,of,pathogen.csv
AT5G02310,AT5G02310.2,"(PRT6),",a,component,of,pathogen.csv
AT5G02310,AT5G02310.1,"(PRT6),",a,component,of,pathogen.csv
AT5G02730,AT5G02730.1,secretory,"proteins,",Antigen,"5,",pathogen.csv
AT5G03320,AT5G03320.2,superfamily,protein;(source:Araport11),PBL40;,PBS1-LIKE,immunity.csv
AT5G03320,AT5G03320.1,superfamily,protein;(source:Araport11),PATTERN-TRIGGERED,IMMUNITY,immunity.csv
AT5G03350,AT5G03350.1,the,group,of,early,defense.csv
AT5G03350,AT5G03350.1,the,group,of,early,immunity.csv
AT5G03890,AT5G03890.1,up-regulated,after,infection,by,infection.csv
AT5G04170,AT5G04170.1,family,protein;(source:Araport11),"nucleus,",LP.02,calcium.csv
AT5G04220,AT5G04220.3,(CaLB,domain),family,protein;(source:Araport11),calcium.csv
AT5G04220,AT5G04220.2,(CaLB,domain),family,protein;(source:Araport11),calcium.csv
AT5G04220,AT5G04220.1,(CaLB,domain),family,protein;(source:Araport11),calcium.csv
AT5G04870,AT5G04870.1,protein,kinase,that,can,calcium.csv
AT5G04870,AT5G04870.1,protein,kinase,that,can,defense.csv
AT5G04870,AT5G04870.1,protein,kinase,that,can,pathogen.csv
AT5G05300,AT5G05300.1,is,induced,in,response,PAMPs.csv
AT5G05300,AT5G05300.1,is,induced,in,response,pathogen.csv
AT5G05560,AT5G05560.1,subunit,of,the,Arabidopsis,calcium.csv
AT5G05560,AT5G05560.2,subunit,of,the,Arabidopsis,calcium.csv
AT5G05560,AT5G05560.3,subunit,of,the,Arabidopsis,calcium.csv
AT5G05680,AT5G05680.1,(Modifier,of,"snc1,7),",homologous,defense.csv
AT5G05700,AT5G05700.2,arginyl-tRNA:protein,transferase,"(ATE1),",a,pathogen.csv
AT5G05700,AT5G05700.1,arginyl-tRNA:protein,transferase,"(ATE1),",a,pathogen.csv
AT5G06860,AT5G06860.1,polygalacturonase,inhibiting,protein,involved,defense.csv
AT5G06860,AT5G06860.1,polygalacturonase,inhibiting,protein,involved,fungal.csv
AT5G06860,AT5G06860.1,polygalacturonase,inhibiting,protein,involved,infection.csv
AT5G06860,AT5G06860.1,polygalacturonase,inhibiting,protein,involved,pathogen.csv
AT5G06870,AT5G06870.1,polygalacturonase,inhibiting,protein,involved,defense.csv
AT5G06870,AT5G06870.1,polygalacturonase,inhibiting,protein,involved,fungal.csv
AT5G06870,AT5G06870.1,polygalacturonase,inhibiting,protein,involved,infection.csv
AT5G06870,AT5G06870.1,polygalacturonase,inhibiting,protein,involved,pathogen.csv
AT5G06950,AT5G06950.2,of,the,B-ZIP,family,Salicylic Acid.csv
AT5G06950,AT5G06950.5,of,the,B-ZIP,family,Salicylic Acid.csv
AT5G06950,AT5G06950.3,of,the,B-ZIP,family,Salicylic Acid.csv
AT5G06950,AT5G06950.4,of,the,B-ZIP,family,Salicylic Acid.csv
AT5G06950,AT5G06950.1,of,the,B-ZIP,family,Salicylic Acid.csv
AT5G06960,AT5G06960.2,basic,leucine,zipper,(B-ZIP),Salicylic Acid.csv
AT5G06960,AT5G06960.3,basic,leucine,zipper,(B-ZIP),Salicylic Acid.csv
AT5G06960,AT5G06960.1,basic,leucine,zipper,(B-ZIP),Salicylic Acid.csv
AT5G07060,AT5G07060.1,homologous,to,MAC5A.,MAC5A,immunity.csv
AT5G07060,AT5G07060.2,homologous,to,MAC5A.,MAC5A,immunity.csv
AT5G07100,AT5G07100.2,DNA-binding,protein,26,(WRKY26).,WYKY.csv
AT5G07100,AT5G07100.5,DNA-binding,protein,26,(WRKY26).,WYKY.csv
AT5G07100,AT5G07100.3,DNA-binding,protein,26,(WRKY26).,WYKY.csv
AT5G07100,AT5G07100.1,DNA-binding,protein,26,(WRKY26).,WYKY.csv
AT5G07100,AT5G07100.4,DNA-binding,protein,26,(WRKY26).,WYKY.csv
AT5G07220,AT5G07220.1,of,Arabidopsis,BAG,(Bcl-2-associated,pathogen.csv
AT5G07300,AT5G07300.1,copine-like,"protein,",which,is,calcium.csv
AT5G07320,AT5G07320.1,APC,isoform,in,"Arabidopsis,",calcium.csv
AT5G07410,AT5G07410.1,pectin,methylesterase,implicated,in,calcium.csv
AT5G08120,AT5G08120.1,viral,movement,protein,binding,infection.csv
AT5G08120,AT5G08120.2,viral,movement,protein,binding,infection.csv
AT5G08280,AT5G08280.1,protein,with,porphobilinogen,deaminase,pathogen.csv
AT5G08580,AT5G08580.1,hand,family,protein;(source:Araport11),Golgi,calcium.csv
AT5G08580,AT5G08580.2,hand,family,protein;(source:Araport11),Golgi,calcium.csv
AT5G08590,AT5G08590.1,member,of,SNF1-related,protein,calcium.csv
AT5G08590,AT5G08590.2,member,of,SNF1-related,protein,calcium.csv
AT5G08760,AT5G08760.1,which,functions,in,plant,defense.csv
AT5G08760,AT5G08760.1,which,functions,in,plant,pathogen.csv
AT5G10140,AT5G10140.2,encoded,by,FLOWERING,LOCUS,small_RNAs.csv
AT5G10140,AT5G10140.4,encoded,by,FLOWERING,LOCUS,small_RNAs.csv
AT5G10140,AT5G10140.1,encoded,by,FLOWERING,LOCUS,small_RNAs.csv
AT5G10140,AT5G10140.3,encoded,by,FLOWERING,LOCUS,small_RNAs.csv
AT5G10220,AT5G10220.1,calcium-binding,protein,annexin,(AnnAt6).,calcium.csv
AT5G10230,AT5G10230.1,calcium-binding,protein,annexin,(AnnAt7).,calcium.csv
AT5G10380,AT5G10380.1,RING,finger,domain,protein,fungal.csv
AT5G10380,AT5G10380.1,RING,finger,domain,protein,pathogen.csv
AT5G11100,AT5G11100.1,(CaLB,domain),family,protein;(source:Araport11),calcium.csv
AT5G11270,AT5G11270.1,homeodomain,transcription,factor,involved,fungal.csv
AT5G11270,AT5G11270.1,homeodomain,transcription,factor,involved,infection.csv
AT5G11270,AT5G11270.1,homeodomain,transcription,factor,involved,pathogen.csv
AT5G11410,AT5G11410.1,receptor,like,kinase,but,immunity.csv
AT5G11410,AT5G11410.2,receptor,like,kinase,but,immunity.csv
AT5G11510,AT5G11510.3,putative,c-myb-like,transcription,factor,infection.csv
AT5G11510,AT5G11510.2,putative,c-myb-like,transcription,factor,infection.csv
AT5G11510,AT5G11510.4,putative,c-myb-like,transcription,factor,infection.csv
AT5G11510,AT5G11510.5,putative,c-myb-like,transcription,factor,infection.csv
AT5G11510,AT5G11510.1,putative,c-myb-like,transcription,factor,infection.csv
AT5G11620,AT5G11620.2,finger,family,protein,/,MAPk.csv
AT5G11620,AT5G11620.1,finger,family,protein,/,MAPk.csv
AT5G11630,AT5G11630.2,is,insensitive,to,oxylipin,defense.csv
AT5G11630,AT5G11630.3,is,insensitive,to,oxylipin,defense.csv
AT5G11630,AT5G11630.1,is,insensitive,to,oxylipin,defense.csv
AT5G11850,AT5G11850.1,involved,phosphorylation,of,a,MAPk.csv
AT5G12170,AT5G12170.3,of,the,CRT-Like,transporters,infection.csv
AT5G12170,AT5G12170.2,of,the,CRT-Like,transporters,infection.csv
AT5G12180,AT5G12180.1,Calcium,Dependent,Protein,Kinase,calcium.csv
AT5G12300,AT5G12300.1,(CaLB,domain),family,protein;(source:Araport11),calcium.csv
AT5G12340,AT5G12340.2,up-regulated,after,infection,by,infection.csv
AT5G12340,AT5G12340.1,up-regulated,after,infection,by,infection.csv
AT5G12970,AT5G12970.1,(CaLB,domain),plant,phosphoribosyltransferase,calcium.csv
AT5G13010,AT5G13010.1,nuclear,localized,DEAH-box,containing,fungal.csv
AT5G13010,AT5G13010.1,nuclear,localized,DEAH-box,containing,pathogen.csv
AT5G13030,AT5G13030.1,homolog,of,SELO.,Loss,ROS.csv
AT5G13080,AT5G13080.1,one,of,several,transcription,WYKY.csv
AT5G13320,AT5G13320.2,enzyme,capable,of,conjugating,defense.csv
AT5G13320,AT5G13320.1,enzyme,capable,of,conjugating,defense.csv
AT5G13320,AT5G13320.3,enzyme,capable,of,conjugating,defense.csv
AT5G13320,AT5G13320.2,enzyme,capable,of,conjugating,Salicylic Acid.csv
AT5G13320,AT5G13320.1,enzyme,capable,of,conjugating,Salicylic Acid.csv
AT5G13320,AT5G13320.3,enzyme,capable,of,conjugating,Salicylic Acid.csv
AT5G13420,AT5G13420.1,contributes,to,reactive,oxygen,ROS.csv
AT5G13530,AT5G13530.1,ON,GOING,"(KEG),",a,immunity.csv
AT5G13530,AT5G13530.2,ON,GOING,"(KEG),",a,immunity.csv
AT5G15130,AT5G15130.1,WRKY,Transcription,Factor;,Group,immunity.csv
AT5G15130,AT5G15130.2,WRKY,Transcription,Factor;,Group,immunity.csv
AT5G15130,AT5G15130.1,WRKY,Transcription,Factor;,Group,WYKY.csv
AT5G15130,AT5G15130.2,WRKY,Transcription,Factor;,Group,WYKY.csv
AT5G15410,AT5G15410.2,death',gene,(DND1),encodes,defense.csv
AT5G15410,AT5G15410.1,death',gene,(DND1),encodes,defense.csv
AT5G15410,AT5G15410.1,death',gene,(DND1),encodes,pathogen.csv
AT5G15410,AT5G15410.2,death',gene,(DND1),encodes,pathogen.csv
AT5G15660,AT5G15660.1,"protein,",expressed,in,response,infection.csv
AT5G15730,AT5G15730.3,superfamily,protein;(source:Araport11),LP.02,two,calcium.csv
AT5G15730,AT5G15730.2,superfamily,protein;(source:Araport11),ATCRLK2;,CALCIUM/CALMODULIN-REGULATED,calcium.csv
AT5G15730,AT5G15730.1,superfamily,protein;(source:Araport11),ATCRLK2;,CALCIUM/CALMODULIN-REGULATED,calcium.csv
AT5G16000,AT5G16000.1,"(NIK1),",receptor-like,"kinase,",involved,defense.csv
AT5G16560,AT5G16560.1,KANADI,protein,(KAN),that,polarity.csv
AT5G16840,AT5G16840.3,ACD11,and,fungal,elicitor,defense.csv
AT5G16840,AT5G16840.2,ACD11,and,fungal,elicitor,defense.csv
AT5G16840,AT5G16840.1,ACD11,and,fungal,elicitor,defense.csv
AT5G16840,AT5G16840.3,ACD11,and,fungal,elicitor,fungal.csv
AT5G16840,AT5G16840.2,ACD11,and,fungal,elicitor,fungal.csv
AT5G16840,AT5G16840.1,ACD11,and,fungal,elicitor,fungal.csv
AT5G17350,AT5G17350.1,up-regulated,after,infection,by,infection.csv
AT5G17470,AT5G17470.1,calcium-binding,protein,family;(source:Araport11),"nucleus,",calcium.csv
AT5G17480,AT5G17480.1,protein,1;(source:Araport11),APC1;,PC1;,calcium.csv
AT5G17850,AT5G17850.1,a,putative,cation/Ca2+,exchange,calcium.csv
AT5G17850,AT5G17850.2,a,putative,cation/Ca2+,exchange,calcium.csv
AT5G17860,AT5G17860.1,family,member.,Double,mutants,calcium.csv
AT5G17860,AT5G17860.2,family,member.,Double,mutants,calcium.csv
AT5G17890,AT5G17890.1,protein,that,appears,to,defense.csv
AT5G17980,AT5G17980.1,plant,phosphoribosyltransferase,family,protein;(source:Araport11),calcium.csv
AT5G18370,AT5G18370.1,domain,(NLR),receptor.,Dominant,immunity.csv
AT5G18525,AT5G18525.1,BEACH,domain,containing,protein,immunity.csv
AT5G18610,AT5G18610.3,receptor-like,cytoplasmic,kinase,that,immunity.csv
AT5G18610,AT5G18610.2,receptor-like,cytoplasmic,kinase,that,immunity.csv
AT5G18610,AT5G18610.1,receptor-like,cytoplasmic,kinase,that,immunity.csv
AT5G19360,AT5G19360.1,Calcium,Dependent,Protein,Kinase,calcium.csv
AT5G19380,AT5G19380.1,of,the,CRT-Like,transporters,infection.csv
AT5G19380,AT5G19380.2,of,the,CRT-Like,transporters,infection.csv
AT5G19450,AT5G19450.2,kinase,(CDPK19),"mRNA,",complete,calcium.csv
AT5G19450,AT5G19450.1,kinase,(CDPK19),"mRNA,",complete,calcium.csv
AT5G20100,AT5G20100.1,with,MAPK,signaling,to,MAPk.csv
AT5G20480,AT5G20480.1,predicted,leucine-rich,repeat,receptor,PAMPs.csv
AT5G20480,AT5G20480.2,predicted,leucine-rich,repeat,receptor,PAMPs.csv
AT5G20480,AT5G20480.1,predicted,leucine-rich,repeat,receptor,pathogen.csv
AT5G20480,AT5G20480.2,predicted,leucine-rich,repeat,receptor,pathogen.csv
AT5G20520,AT5G20520.1,de-S-acylation,enzyme,which,specifically,immunity.csv
AT5G20850,AT5G20850.2,homolog,of,yeast,RAD51.,defense.csv
AT5G20850,AT5G20850.1,homolog,of,yeast,RAD51.,defense.csv
AT5G22020,AT5G22020.1,superfamily,protein;(source:Araport11),extracellular,"region,",calcium.csv
AT5G22020,AT5G22020.3,superfamily,protein;(source:Araport11),extracellular,"region,",calcium.csv
AT5G22020,AT5G22020.2,superfamily,protein;(source:Araport11),extracellular,"region,",calcium.csv
AT5G22250,AT5G22250.1,of,the,homologs,of,defense.csv
AT5G22570,AT5G22570.1,WRKY,Transcription,Factor;,Group,WYKY.csv
AT5G22650,AT5G22650.1,member,of,a,plant-specific,polarity.csv
AT5G22650,AT5G22650.2,member,of,a,plant-specific,polarity.csv
AT5G23040,AT5G23040.2,protein,that,enables,protochlorophillide,ROS.csv
AT5G23040,AT5G23040.1,protein,that,enables,protochlorophillide's,ROS.csv
AT5G23060,AT5G23060.1,chloroplast-localized,protein,that,modulates,calcium.csv
AT5G23060,AT5G23060.2,chloroplast-localized,protein,that,modulates,calcium.csv
AT5G23580,AT5G23580.1,a,unique,family,of,calcium.csv
AT5G23820,AT5G23820.1,be,modified,by,NEDD8,infection.csv
AT5G23950,AT5G23950.1,(CaLB,domain),family,protein;(source:Araport11),calcium.csv
AT5G23950,AT5G23950.2,(CaLB,domain),family,protein;(source:Araport11),calcium.csv
AT5G24090,AT5G24090.1,(class,III),expressed,exclusively,immunity.csv
AT5G24110,AT5G24110.1,WRKY,Transcription,Factor;,Group,WYKY.csv
AT5G24270,AT5G24270.2,calcium,sensor,that,is,calcium.csv
AT5G24270,AT5G24270.5,calcium,sensor,that,is,calcium.csv
AT5G24270,AT5G24270.4,calcium,sensor,that,is,calcium.csv
AT5G24270,AT5G24270.1,calcium,sensor,that,is,calcium.csv
AT5G24270,AT5G24270.3,calcium,sensor,that,is,calcium.csv
AT5G24400,AT5G24400.1,protein,with,6-phosphoglucunolactonase,activity,defense.csv
AT5G24400,AT5G24400.1,protein,with,6-phosphoglucunolactonase,activity,pathogen.csv
AT5G24430,AT5G24430.1,kinase,(CDPK),family,protein;(source:Araport11),calcium.csv
AT5G24530,AT5G24530.1,putative,2OG-Fe(II),oxygenase,that,defense.csv
AT5G24590,AT5G24590.2,NAc,protein,family.,Interacts,defense.csv
AT5G24620,AT5G24620.1,superfamily,protein;(source:Araport11),extracellular,"region,",pathogen.csv
AT5G24620,AT5G24620.2,superfamily,protein;(source:Araport11),extracellular,"region,",pathogen.csv
AT5G24620,AT5G24620.4,superfamily,protein;(source:Araport11),extracellular,"region,",pathogen.csv
AT5G24620,AT5G24620.3,superfamily,protein;(source:Araport11),extracellular,"region,",pathogen.csv
AT5G25260,AT5G25260.1,the,group,of,plant,pathogen.csv
AT5G25440,AT5G25440.2,kinase,involved,in,HopZ1a,immunity.csv
